city,timestamp,temp,pressure,humidity
Rome,2024-05-16 10:45:00,24.0,1006.0,57
Rome,2024-05-16 16:00:00,22.0,1005.0,69
Rome,2024-05-17 18:00:00,23.0,1013.0,38
Rome,2024-05-18 16:30:00,25.0,1012.0,44
Rome,2024-05-19 16:00:00,23.0,1011.0,73
Rome,2024-05-20 16:45:00,25.0,1007.0,69
Rome,2024-05-21 16:45:00,22.0,1012.0,65
Rome,2024-05-22 16:15:00,22.0,1015.0,53
Rome,2024-05-23 16:00:00,22.0,1018.0,50
Rome,2024-05-24 16:30:00,25.0,1018.0,44
Rome,2024-05-25 16:00:00,22.0,1016.0,65
Rome,2024-05-26 16:00:00,28.0,1016.0,33
Rome,2024-05-27 16:30:00,27.0,1016.0,45
Rome,2024-05-28 16:30:00,24.0,1014.0,50
Rome,2024-05-29 16:00:00,26.0,1012.0,58
Rome,2024-05-30 15:45:00,24.0,1009.0,50
Rome,2024-05-31 16:15:00,24.0,1008.0,41
Rome,2024-06-01 16:30:00,25.0,1014.0,30
Rome,2024-06-02 16:00:00,19.0,1016.0,78
Rome,2024-06-03 16:15:00,25.0,1014.0,41
Rome,2024-06-04 16:15:00,27.0,1014.0,39
Rome,2024-06-05 16:15:00,27.0,1015.0,48
Rome,2024-06-06 16:00:00,31.0,1017.0,33
Rome,2024-06-07 16:00:00,31.2,1017.0,36
Rome,2024-06-08 16:15:00,33.4,1013.0,26
Rome,2024-06-09 16:15:00,32.4,1007.0,32
Rome,2024-06-10 16:15:00,26.3,1009.0,58
Rome,2024-06-11 16:00:00,27.4,1012.0,39
Rome,2024-06-12 16:15:00,27.3,1012.0,45
Rome,2024-06-13 16:00:00,26.3,1014.0,51
Rome,2024-06-14 16:00:00,29.0,1017.0,33
Rome,2024-06-15 16:00:00,26.9,1013.0,31
Rome,2024-06-16 15:45:00,27.2,1013.0,54
Rome,2024-06-17 16:00:00,29.1,1016.0,36
Rome,2024-06-18 16:00:00,31.3,1017.0,35
Rome,2024-06-19 15:45:00,34.0,1017.0,21
Rome,2024-06-20 15:45:00,36.9,1016.0,18
Rome,2024-06-21 15:30:00,36.3,1014.0,22
Rome,2024-06-22 15:45:00,30.2,1012.0,38
Rome,2024-06-23 15:45:00,24.0,1011.0,61
Rome,2024-06-24 15:45:00,27.0,1009.0,51
Rome,2024-06-25 15:15:00,25.4,1012.0,48
Rome,2024-06-26 15:30:00,29.2,1010.0,37
Rome,2024-06-27 15:15:00,32.2,1012.0,32
Rome,2024-06-28 15:15:00,34.1,1015.0,32
Rome,2024-06-29 14:45:00,35.4,1016.0,39
Rome,2024-06-30 15:30:00,33.1,1013.0,34
Rome,2024-07-01 15:15:00,30.3,1012.0,52
Rome,2024-07-02 15:15:00,32.1,1005.0,32
Rome,2024-07-03 15:00:00,21.3,1007.0,78
Rome,2024-07-04 15:00:00,30.2,1009.0,38
Rome,2024-07-05 14:45:00,31.1,1015.0,41
Rome,2024-07-06 15:15:00,31.0,1013.0,43
Rome,2024-07-07 15:00:00,31.1,1012.0,36
Rome,2024-07-08 15:00:00,33.1,1014.0,41
Rome,2024-07-09 14:45:00,36.1,1014.0,29
Rome,2024-07-10 15:00:00,37.3,1014.0,24
Rome,2024-07-11 14:45:00,37.3,1014.0,29
Rome,2024-07-12 15:00:00,35.1,1012.0,27
Rome,2024-07-14 15:15:00,36.2,1012.0,33
Rome,2024-07-15 15:00:00,37.4,1012.0,24
Rome,2024-07-16 14:45:00,36.2,1012.0,33
Rome,2024-07-17 14:45:00,37.2,1014.0,26
