city,timestamp,temp,pressure,humidity
Tokyo,2024-05-16 17:45:00,24.0,1001.0,47
Tokyo,2024-05-16 23:00:00,18.3,1005.0,44
Tokyo,2024-05-18 01:00:00,18.0,1016.0,77
Tokyo,2024-05-18 23:30:00,20.0,1018.0,78
Tokyo,2024-05-19 23:00:00,19.2,1018.0,76
Tokyo,2024-05-20 23:45:00,20.0,1012.0,78
Tokyo,2024-05-21 23:45:00,20.6,1019.0,85
Tokyo,2024-05-22 23:15:00,20.0,1017.0,78
Tokyo,2024-05-23 23:00:00,20.3,1011.0,76
Tokyo,2024-05-24 23:30:00,22.4,1007.0,55
Tokyo,2024-05-25 23:00:00,18.6,1019.0,61
Tokyo,2024-05-26 23:00:00,21.0,1013.0,88
Tokyo,2024-05-27 23:30:00,21.7,1004.0,85
Tokyo,2024-05-28 23:30:00,22.8,995.0,93
Tokyo,2024-05-29 23:00:00,20.0,1014.0,78
Tokyo,2024-05-30 22:45:00,22.0,1013.0,73
Tokyo,2024-05-31 23:15:00,20.0,1007.0,78
Tokyo,2024-06-01 23:30:00,19.0,1010.0,83
Tokyo,2024-06-02 23:00:00,17.0,1008.0,100
Tokyo,2024-06-03 23:15:00,16.0,1010.0,94
Tokyo,2024-06-04 23:15:00,19.0,1014.0,73
Tokyo,2024-06-05 23:15:00,20.0,1020.0,68
Tokyo,2024-06-06 23:00:00,22.0,1018.0,69
Tokyo,2024-06-07 23:00:00,21.4,1017.0,69
Tokyo,2024-06-08 23:15:00,22.2,1016.0,78
Tokyo,2024-06-09 23:15:00,22.4,1011.0,78
Tokyo,2024-06-10 23:15:00,21.2,1009.0,78
Tokyo,2024-06-11 23:00:00,23.0,1010.0,83
Tokyo,2024-06-12 23:15:00,23.1,1007.0,78
Tokyo,2024-06-13 23:00:00,23.4,1005.0,73
Tokyo,2024-06-14 23:00:00,23.2,1009.0,83
Tokyo,2024-06-15 23:00:00,23.1,1006.0,89
Tokyo,2024-06-16 22:45:00,26.2,1003.0,69
Tokyo,2024-06-17 23:00:00,26.4,1008.0,61
Tokyo,2024-06-18 23:00:00,19.7,1006.0,86
Tokyo,2024-06-19 22:45:00,24.0,1010.0,69
Tokyo,2024-06-20 22:45:00,23.7,1010.0,74
Tokyo,2024-06-21 22:30:00,21.1,1006.0,78
Tokyo,2024-06-22 22:45:00,25.2,1007.0,51
Tokyo,2024-06-23 22:45:00,23.1,998.0,89
Tokyo,2024-06-24 22:45:00,25.0,1004.0,83
Tokyo,2024-06-25 22:15:00,27.9,1007.0,60
Tokyo,2024-06-26 22:30:00,25.3,1014.0,79
Tokyo,2024-06-27 22:15:00,23.2,1013.0,89
Tokyo,2024-06-28 22:15:00,22.2,1009.0,100
Tokyo,2024-06-29 21:45:00,24.2,1011.0,83
